layer,module,loss,samples,damp,time
0,self_attn.k_proj,0.0000018339,0.05000,0.668
0,self_attn.q_proj,0.0000038726,0.05000,0.678
0,self_attn.v_proj,0.0000000593,0.05000,0.687
0,self_attn.o_proj,0.0000000043,0.05000,0.208
0,mlp.gate_proj,0.0000035847,0.05000,0.484
0,mlp.up_proj,0.0000028006,0.05000,0.487
0,mlp.down_proj,0.0000000250,0.05000,1.021
1,self_attn.v_proj,0.0000001996,0.05000,0.819
1,self_attn.q_proj,0.0000063542,0.05000,0.832
1,self_attn.k_proj,0.0000031872,0.05000,0.843
1,self_attn.o_proj,0.0000000108,0.05000,0.205
1,mlp.gate_proj,0.0000057308,0.05000,0.682
1,mlp.up_proj,0.0000042211,0.05000,0.690
1,mlp.down_proj,0.0000029597,0.05000,1.001
2,self_attn.q_proj,0.0000133059,0.05000,0.831
2,self_attn.k_proj,0.0000066032,0.05000,0.841
2,self_attn.v_proj,0.0000005143,0.05000,0.851
2,self_attn.o_proj,0.0000000162,0.05000,0.204
2,mlp.up_proj,0.0000053826,0.05000,0.644
2,mlp.gate_proj,0.0000084932,0.05000,0.650
2,mlp.down_proj,0.0000000728,0.05000,1.021
3,self_attn.k_proj,0.0000038255,0.05000,0.830
3,self_attn.v_proj,0.0000005629,0.05000,0.855
3,self_attn.q_proj,0.0000084512,0.05000,0.863
3,self_attn.o_proj,0.0000000337,0.05000,0.202
3,mlp.gate_proj,0.0000128309,0.05000,0.668
3,mlp.up_proj,0.0000065497,0.05000,0.675
3,mlp.down_proj,0.0000001059,0.05000,1.004
4,self_attn.v_proj,0.0000005518,0.05000,0.854
4,self_attn.q_proj,0.0000089782,0.05000,0.864
4,self_attn.k_proj,0.0000044233,0.05000,0.870
4,self_attn.o_proj,0.0000000507,0.05000,0.202
4,mlp.gate_proj,0.0000142844,0.05000,0.605
4,mlp.up_proj,0.0000067728,0.05000,0.608
4,mlp.down_proj,0.0000001214,0.05000,0.994
5,self_attn.v_proj,0.0000005315,0.05000,0.821
5,self_attn.k_proj,0.0000064763,0.05000,0.832
5,self_attn.q_proj,0.0000122953,0.05000,0.843
5,self_attn.o_proj,0.0000000561,0.05000,0.202
5,mlp.gate_proj,0.0000131820,0.05000,0.676
5,mlp.up_proj,0.0000072738,0.05000,0.678
5,mlp.down_proj,0.0000001462,0.05000,1.015
6,self_attn.k_proj,0.0000050616,0.05000,0.589
6,self_attn.v_proj,0.0000006036,0.05000,0.600
6,self_attn.q_proj,0.0000081740,0.05000,0.603
6,self_attn.o_proj,0.0000000821,0.05000,0.206
6,mlp.gate_proj,0.0000131199,0.05000,0.492
6,mlp.up_proj,0.0000073596,0.05000,0.497
6,mlp.down_proj,0.0000001498,0.05000,1.017
7,self_attn.v_proj,0.0000006463,0.05000,0.741
7,self_attn.k_proj,0.0000049031,0.05000,0.751
7,self_attn.q_proj,0.0000092401,0.05000,0.761
7,self_attn.o_proj,0.0000000830,0.05000,0.205
7,mlp.gate_proj,0.0000125707,0.05000,0.683
7,mlp.up_proj,0.0000077002,0.05000,0.690
7,mlp.down_proj,0.0000001685,0.05000,1.019
8,self_attn.k_proj,0.0000065187,0.05000,0.567
8,self_attn.v_proj,0.0000006408,0.05000,0.575
8,self_attn.q_proj,0.0000107813,0.05000,0.580
8,self_attn.o_proj,0.0000001210,0.05000,0.204
8,mlp.gate_proj,0.0000146721,0.05000,0.482
8,mlp.up_proj,0.0000090256,0.05000,0.488
8,mlp.down_proj,0.0000002296,0.05000,1.012
9,self_attn.k_proj,0.0000046291,0.05000,0.854
9,self_attn.q_proj,0.0000114834,0.05000,0.873
9,self_attn.v_proj,0.0000007518,0.05000,0.880
9,self_attn.o_proj,0.0000001366,0.05000,0.202
9,mlp.up_proj,0.0000095531,0.05000,0.690
9,mlp.gate_proj,0.0000158009,0.05000,0.693
9,mlp.down_proj,0.0000002841,0.05000,1.015
10,self_attn.v_proj,0.0000010622,0.05000,0.831
10,self_attn.q_proj,0.0000129879,0.05000,0.843
10,self_attn.k_proj,0.0000057751,0.05000,0.851
10,self_attn.o_proj,0.0000000970,0.05000,0.203
10,mlp.up_proj,0.0000110513,0.05000,0.679
10,mlp.gate_proj,0.0000173995,0.05000,0.687
10,mlp.down_proj,0.0000003487,0.05000,1.017
11,self_attn.q_proj,0.0000124012,0.05000,0.836
11,self_attn.v_proj,0.0000009472,0.05000,0.852
11,self_attn.k_proj,0.0000067790,0.05000,0.868
11,self_attn.o_proj,0.0000000731,0.05000,0.210
11,mlp.gate_proj,0.0000182552,0.05000,0.540
11,mlp.up_proj,0.0000118051,0.05000,0.550
11,mlp.down_proj,0.0000003860,0.05000,1.005
12,self_attn.k_proj,0.0000066345,0.05000,0.884
12,self_attn.v_proj,0.0000009933,0.05000,0.896
12,self_attn.q_proj,0.0000125111,0.05000,0.910
12,self_attn.o_proj,0.0000000769,0.05000,0.202
12,mlp.gate_proj,0.0000179894,0.05000,0.694
12,mlp.up_proj,0.0000121184,0.05000,0.696
12,mlp.down_proj,0.0000004348,0.05000,1.007
13,self_attn.k_proj,0.0000066704,0.05000,0.834
13,self_attn.q_proj,0.0000142986,0.05000,0.837
13,self_attn.v_proj,0.0000017106,0.05000,0.847
13,self_attn.o_proj,0.0000001032,0.05000,0.204
13,mlp.gate_proj,0.0000194857,0.05000,0.506
13,mlp.up_proj,0.0000140965,0.05000,0.519
13,mlp.down_proj,0.0000006395,0.05000,1.018
14,self_attn.v_proj,0.0000035810,0.05000,0.804
14,self_attn.k_proj,0.0000070012,0.05000,0.814
14,self_attn.q_proj,0.0000139711,0.05000,0.829
14,self_attn.o_proj,0.0000002490,0.05000,0.205
14,mlp.up_proj,0.0000159140,0.05000,0.685
14,mlp.gate_proj,0.0000234714,0.05000,0.691
14,mlp.down_proj,0.0000009002,0.05000,1.011
15,self_attn.q_proj,0.0000128856,0.05000,0.834
15,self_attn.v_proj,0.0000036949,0.05000,0.839
15,self_attn.k_proj,0.0000076672,0.05000,0.852
15,self_attn.o_proj,0.0000009990,0.05000,0.202
15,mlp.up_proj,0.0000197593,0.05000,0.601
15,mlp.gate_proj,0.0000262429,0.05000,0.605
15,mlp.down_proj,0.0000029965,0.05000,1.022
